"module name","license","repository"
"glob@7.2.3","ISC","https://github.com/isaacs/node-glob"
"globals@11.12.0","MIT","https://github.com/sindresorhus/globals"
"globals@13.23.0","MIT","https://github.com/sindresorhus/globals"
"globalthis@1.0.3","MIT","https://github.com/ljharb/System.global"
"gopd@1.0.1","MIT","https://github.com/ljharb/gopd"
"graceful-fs@4.2.11","ISC","https://github.com/isaacs/node-graceful-fs"
"graphemer@1.4.0","MIT","https://github.com/flmnt/graphemer"
"has-bigints@1.0.2","MIT","https://github.com/ljharb/has-bigints"
"has-flag@3.0.0","MIT","https://github.com/sindresorhus/has-flag"
"has-flag@4.0.0","MIT","https://github.com/sindresorhus/has-flag"
"has-property-descriptors@1.0.1","MIT","https://github.com/inspect-js/has-property-descriptors"
"has-proto@1.0.1","MIT","https://github.com/inspect-js/has-proto"
"has-symbols@1.0.3","MIT","https://github.com/inspect-js/has-symbols"
"has-tostringtag@1.0.0","MIT","https://github.com/inspect-js/has-tostringtag"
"hasown@2.0.0","MIT","https://github.com/inspect-js/hasOwn"
"hosted-git-info@2.8.9","ISC","https://github.com/npm/hosted-git-info"
"http-errors@2.0.0","MIT","https://github.com/jshttp/http-errors"
"iconv-lite@0.4.24","MIT","https://github.com/ashtuchkin/iconv-lite"
"ignore@5.3.0","MIT","https://github.com/kaelzhang/node-ignore"
"import-fresh@3.3.0","MIT","https://github.com/sindresorhus/import-fresh"
"imurmurhash@0.1.4","MIT","https://github.com/jensyt/imurmurhash-js"
"inflight@1.0.6","ISC","https://github.com/npm/inflight"
"inherits@2.0.4","ISC","https://github.com/isaacs/inherits"
"internal-slot@1.0.6","MIT","https://github.com/ljharb/internal-slot"
"ipaddr.js@1.9.1","MIT","https://github.com/whitequark/ipaddr.js"
"is-array-buffer@3.0.2","MIT","https://github.com/inspect-js/is-array-buffer"
"is-async-function@2.0.0","MIT","https://github.com/inspect-js/is-async-function"
"is-bigint@1.0.4","MIT","https://github.com/inspect-js/is-bigint"
"is-boolean-object@1.1.2","MIT","https://github.com/inspect-js/is-boolean-object"
"is-callable@1.2.7","MIT","https://github.com/inspect-js/is-callable"
"is-core-module@2.13.1","MIT","https://github.com/inspect-js/is-core-module"
"is-date-object@1.0.5","MIT","https://github.com/inspect-js/is-date-object"
"is-extglob@2.1.1","MIT","https://github.com/jonschlinkert/is-extglob"
"is-finalizationregistry@1.0.2","MIT","https://github.com/inspect-js/is-finalizationregistry"
"is-generator-function@1.0.10","MIT","https://github.com/inspect-js/is-generator-function"
"is-glob@4.0.3","MIT","https://github.com/micromatch/is-glob"
"is-map@2.0.2","MIT","https://github.com/inspect-js/is-map"
"is-negative-zero@2.0.2","MIT","https://github.com/inspect-js/is-negative-zero"
"is-number-object@1.0.7","MIT","https://github.com/inspect-js/is-number-object"
"is-path-inside@3.0.3","MIT","https://github.com/sindresorhus/is-path-inside"
"is-regex@1.1.4","MIT","https://github.com/inspect-js/is-regex"
"is-set@2.0.2","MIT","https://github.com/inspect-js/is-set"
"is-shared-array-buffer@1.0.2","MIT","https://github.com/inspect-js/is-shared-array-buffer"
"is-string@1.0.7","MIT","https://github.com/ljharb/is-string"
"is-symbol@1.0.4","MIT","https://github.com/inspect-js/is-symbol"
"is-typed-array@1.1.12","MIT","https://github.com/inspect-js/is-typed-array"
"is-weakmap@2.0.1","MIT","https://github.com/inspect-js/is-weakmap"
"is-weakref@1.0.2","MIT","https://github.com/inspect-js/is-weakref"
"is-weakset@2.0.2","MIT","https://github.com/inspect-js/is-weakset"
"isarray@2.0.5","MIT","https://github.com/juliangruber/isarray"
"isexe@2.0.0","ISC","https://github.com/isaacs/isexe"
"iterator.prototype@1.1.2","MIT","https://github.com/ljharb/Iterator.prototype"
"js-tokens@4.0.0","MIT","https://github.com/lydell/js-tokens"
"js-yaml@4.1.0","MIT","https://github.com/nodeca/js-yaml"
"jsesc@2.5.2","MIT","https://github.com/mathiasbynens/jsesc"
"json-buffer@3.0.1","MIT","https://github.com/dominictarr/json-buffer"
"json-parse-even-better-errors@2.3.1","MIT","https://github.com/npm/json-parse-even-better-errors"
"json-schema-traverse@0.4.1","MIT","https://github.com/epoberezkin/json-schema-traverse"
"json-stable-stringify-without-jsonify@1.0.1","MIT","https://github.com/samn/json-stable-stringify"
"json5@2.2.3","MIT","https://github.com/json5/json5"
"jsonwebtoken@9.0.2","MIT","https://github.com/auth0/node-jsonwebtoken"
"jsx-ast-utils@3.3.5","MIT","https://github.com/jsx-eslint/jsx-ast-utils"
"jwa@1.4.1","MIT","https://github.com/brianloveswords/node-jwa"
"jws@3.2.2","MIT","https://github.com/brianloveswords/node-jws"
"keyv@4.5.4","MIT","https://github.com/jaredwray/keyv"
"levn@0.4.1","MIT","https://github.com/gkz/levn"
"license-checker@25.0.1","BSD-3-Clause","https://github.com/davglass/license-checker"
"locate-path@6.0.0","MIT","https://github.com/sindresorhus/locate-path"
"lodash.includes@4.3.0","MIT","https://github.com/lodash/lodash"
"lodash.isboolean@3.0.3","MIT","https://github.com/lodash/lodash"
"lodash.isinteger@4.0.4","MIT","https://github.com/lodash/lodash"
"lodash.isnumber@3.0.3","MIT","https://github.com/lodash/lodash"
"lodash.isplainobject@4.0.6","MIT","https://github.com/lodash/lodash"
"lodash.isstring@4.0.1","MIT","https://github.com/lodash/lodash"
"lodash.merge@4.6.2","MIT","https://github.com/lodash/lodash"
"lodash.once@4.1.1","MIT","https://github.com/lodash/lodash"
"loose-envify@1.4.0","MIT","https://github.com/zertosh/loose-envify"
"lru-cache@5.1.1","ISC","https://github.com/isaacs/node-lru-cache"
"lru-cache@6.0.0","ISC","https://github.com/isaacs/node-lru-cache"
"media-typer@0.3.0","MIT","https://github.com/jshttp/media-typer"
"merge-descriptors@1.0.1","MIT","https://github.com/component/merge-descriptors"
"methods@1.1.2","MIT","https://github.com/jshttp/methods"
"mime-db@1.52.0","MIT","https://github.com/jshttp/mime-db"
"mime-types@2.1.35","MIT","https://github.com/jshttp/mime-types"
"mime@1.6.0","MIT","https://github.com/broofa/node-mime"
"minimatch@3.1.2","ISC","https://github.com/isaacs/minimatch"
"minimist@1.2.8","MIT","https://github.com/minimistjs/minimist"
"mkdirp@0.5.6","MIT","https://github.com/substack/node-mkdirp"
"ms@2.0.0","MIT","https://github.com/zeit/ms"
"ms@2.1.2","MIT","https://github.com/zeit/ms"
"ms@2.1.3","MIT","https://github.com/vercel/ms"
"nanoid@3.3.7","MIT","https://github.com/ai/nanoid"
"natural-compare@1.4.0","MIT","https://github.com/litejs/natural-compare-lite"
"negotiator@0.6.3","MIT","https://github.com/jshttp/negotiator"
"node-localstorage@3.0.5","MIT","https://github.com/lmaccherone/node-localstorage"
"node-releases@2.0.14","MIT","https://github.com/chicoxyzzy/node-releases"
"nopt@4.0.3","ISC","https://github.com/npm/nopt"
"normalize-package-data@2.5.0","BSD-2-Clause","https://github.com/npm/normalize-package-data"
"npm-normalize-package-bin@1.0.1","ISC","https://github.com/npm/npm-normalize-package-bin"
"object-assign@4.1.1","MIT","https://github.com/sindresorhus/object-assign"
"object-inspect@1.13.1","MIT","https://github.com/inspect-js/object-inspect"
"object-keys@1.1.1","MIT","https://github.com/ljharb/object-keys"
"object.assign@4.1.4","MIT","https://github.com/ljharb/object.assign"
"object.entries@1.1.7","MIT","https://github.com/es-shims/Object.entries"
"object.fromentries@2.0.7","MIT","https://github.com/es-shims/Object.fromEntries"
"object.hasown@1.1.3","MIT","https://github.com/es-shims/Object.hasOwn"
"object.values@1.1.7","MIT","https://github.com/es-shims/Object.values"
"on-finished@2.4.1","MIT","https://github.com/jshttp/on-finished"
"once@1.4.0","ISC","https://github.com/isaacs/once"
"optionator@0.9.3","MIT","https://github.com/gkz/optionator"
"os-homedir@1.0.2","MIT","https://github.com/sindresorhus/os-homedir"
"os-tmpdir@1.0.2","MIT","https://github.com/sindresorhus/os-tmpdir"
"osenv@0.1.5","ISC","https://github.com/npm/osenv"
"p-limit@3.1.0","MIT","https://github.com/sindresorhus/p-limit"
"p-locate@5.0.0","MIT","https://github.com/sindresorhus/p-locate"
"parent-module@1.0.1","MIT","https://github.com/sindresorhus/parent-module"
"parseurl@1.3.3","MIT","https://github.com/pillarjs/parseurl"
"path-exists@4.0.0","MIT","https://github.com/sindresorhus/path-exists"
"path-is-absolute@1.0.1","MIT","https://github.com/sindresorhus/path-is-absolute"
"path-key@3.1.1","MIT","https://github.com/sindresorhus/path-key"
"path-parse@1.0.7","MIT","https://github.com/jbgutierrez/path-parse"
"path-to-regexp@0.1.7","MIT","https://github.com/component/path-to-regexp"
"picocolors@1.0.0","ISC","https://github.com/alexeyraspopov/picocolors"
"postcss@8.4.33","MIT","https://github.com/postcss/postcss"
"prelude-ls@1.2.1","MIT","https://github.com/gkz/prelude-ls"
"prop-types@15.8.1","MIT","https://github.com/facebook/prop-types"
"proxy-addr@2.0.7","MIT","https://github.com/jshttp/proxy-addr"
"proxy-from-env@1.1.0","MIT","https://github.com/Rob--W/proxy-from-env"
"punycode@2.3.1","MIT","https://github.com/mathiasbynens/punycode.js"
"qs@6.11.0","BSD-3-Clause","https://github.com/ljharb/qs"
"queue-microtask@1.2.3","MIT","https://github.com/feross/queue-microtask"
"range-parser@1.2.1","MIT","https://github.com/jshttp/range-parser"
"raw-body@2.5.1","MIT","https://github.com/stream-utils/raw-body"
"react-dom@18.2.0","MIT","https://github.com/facebook/react"
"react-error-overlay@6.0.11","MIT","https://github.com/facebook/create-react-app"
"react-is@16.13.1","MIT","https://github.com/facebook/react"
"react-refresh@0.14.0","MIT","https://github.com/facebook/react"
"react-router-dom@6.20.1","MIT","https://github.com/remix-run/react-router"
"react-router@6.20.1","MIT","https://github.com/remix-run/react-router"
"react@18.2.0","MIT","https://github.com/facebook/react"
"read-installed@4.0.3","ISC","https://github.com/isaacs/read-installed"
"read-package-json@2.1.2","ISC","https://github.com/npm/read-package-json"
"readdir-scoped-modules@1.1.0","ISC","https://github.com/npm/readdir-scoped-modules"
"reflect.getprototypeof@1.0.4","MIT","https://github.com/es-shims/Reflect.getPrototypeOf"
"regexp.prototype.flags@1.5.1","MIT","https://github.com/es-shims/RegExp.prototype.flags"
"resolve-from@4.0.0","MIT","https://github.com/sindresorhus/resolve-from"
"resolve@1.22.8","MIT","https://github.com/browserify/resolve"
"resolve@2.0.0-next.5","MIT","https://github.com/browserify/resolve"
"reusify@1.0.4","MIT","https://github.com/mcollina/reusify"
"rimraf@3.0.2","ISC","https://github.com/isaacs/rimraf"
"rollup@4.6.0","MIT","https://github.com/rollup/rollup"
"run-parallel@1.2.0","MIT","https://github.com/feross/run-parallel"
"safe-array-concat@1.0.1","MIT","https://github.com/ljharb/safe-array-concat"
"safe-buffer@5.2.1","MIT","https://github.com/feross/safe-buffer"
"safe-regex-test@1.0.0","MIT","https://github.com/ljharb/safe-regex-test"
"safer-buffer@2.1.2","MIT","https://github.com/ChALkeR/safer-buffer"
"scheduler@0.23.0","MIT","https://github.com/facebook/react"
"semver@5.7.2","ISC","https://github.com/npm/node-semver"
"semver@6.3.1","ISC","https://github.com/npm/node-semver"
"semver@7.5.4","ISC","https://github.com/npm/node-semver"
"send@0.18.0","MIT","https://github.com/pillarjs/send"
"serve-static@1.15.0","MIT","https://github.com/expressjs/serve-static"
"set-function-length@1.1.1","MIT","https://github.com/ljharb/set-function-length"
"set-function-name@2.0.1","MIT","https://github.com/ljharb/set-function-name"
"setprototypeof@1.2.0","ISC","https://github.com/wesleytodd/setprototypeof"
"shebang-command@2.0.0","MIT","https://github.com/kevva/shebang-command"
"shebang-regex@3.0.0","MIT","https://github.com/sindresorhus/shebang-regex"
"side-channel@1.0.4","MIT","https://github.com/ljharb/side-channel"
"signal-exit@4.1.0","ISC","https://github.com/tapjs/signal-exit"
"slide@1.1.6","ISC","https://github.com/isaacs/slide-flow-control"
"source-map-js@1.0.2","BSD-3-Clause","https://github.com/7rulnik/source-map-js"
"source-map-support@0.5.21","MIT","https://github.com/evanw/node-source-map-support"
"source-map@0.6.1","BSD-3-Clause","https://github.com/mozilla/source-map"
"spdx-compare@1.0.0","MIT","https://github.com/kemitchell/spdx-compare.js"
"spdx-correct@3.2.0","Apache-2.0","https://github.com/jslicense/spdx-correct.js"
"spdx-exceptions@2.5.0","CC-BY-3.0","https://github.com/kemitchell/spdx-exceptions.json"
"spdx-expression-parse@3.0.1","MIT","https://github.com/jslicense/spdx-expression-parse.js"
"spdx-license-ids@3.0.17","CC0-1.0","https://github.com/jslicense/spdx-license-ids"
"spdx-ranges@2.1.1","(MIT AND CC-BY-3.0)","https://github.com/kemitchell/spdx-ranges.js"
"spdx-satisfies@4.0.1","MIT","https://github.com/kemitchell/spdx-satisfies.js"
"statuses@2.0.1","MIT","https://github.com/jshttp/statuses"
"string.prototype.matchall@4.0.10","MIT","https://github.com/es-shims/String.prototype.matchAll"
"string.prototype.trim@1.2.8","MIT","https://github.com/es-shims/String.prototype.trim"
"string.prototype.trimend@1.0.7","MIT","https://github.com/es-shims/String.prototype.trimEnd"
"string.prototype.trimstart@1.0.7","MIT","https://github.com/es-shims/String.prototype.trimStart"
"strip-ansi@6.0.1","MIT","https://github.com/chalk/strip-ansi"
"strip-json-comments@3.1.1","MIT","https://github.com/sindresorhus/strip-json-comments"
"supports-color@5.5.0","MIT","https://github.com/chalk/supports-color"
"supports-color@7.2.0","MIT","https://github.com/chalk/supports-color"
"supports-preserve-symlinks-flag@1.0.0","MIT","https://github.com/inspect-js/node-supports-preserve-symlinks-flag"
"terser@5.26.0","BSD-2-Clause","https://github.com/terser/terser"
"text-table@0.2.0","MIT","https://github.com/substack/text-table"
"to-fast-properties@2.0.0","MIT","https://github.com/sindresorhus/to-fast-properties"
"toidentifier@1.0.1","MIT","https://github.com/component/toidentifier"
"treeify@1.1.0","MIT","https://github.com/notatestuser/treeify"
"tspa-ui@0.0.0","UNLICENSED","https://gitlab.eclipse.org/eclipse/xfsc/train/dns-zone-manager"
"type-check@0.4.0","MIT","https://github.com/gkz/type-check"
"type-fest@0.20.2","(MIT OR CC0-1.0)","https://github.com/sindresorhus/type-fest"
"type-is@1.6.18","MIT","https://github.com/jshttp/type-is"
"typed-array-buffer@1.0.0","MIT","https://github.com/ljharb/typed-array-buffer"
"typed-array-byte-length@1.0.0","MIT","https://github.com/inspect-js/typed-array-byte-length"
"typed-array-byte-offset@1.0.0","MIT","https://github.com/inspect-js/typed-array-byte-offset"
"typed-array-length@1.0.4","MIT","https://github.com/inspect-js/typed-array-length"
"unbox-primitive@1.0.2","MIT","https://github.com/ljharb/unbox-primitive"
"undici-types@5.26.5","MIT","https://github.com/nodejs/undici"
"unpipe@1.0.0","MIT","https://github.com/stream-utils/unpipe"
"update-browserslist-db@1.0.13","MIT","https://github.com/browserslist/update-db"
"uri-js@4.4.1","BSD-2-Clause","https://github.com/garycourt/uri-js"
"util-extend@1.0.3","MIT","https://github.com/isaacs/util-extend"
"utils-merge@1.0.1","MIT","https://github.com/jaredhanson/utils-merge"
"validate-npm-package-license@3.0.4","Apache-2.0","https://github.com/kemitchell/validate-npm-package-license.js"
